children_wh_valid_scores_count_2018, development_at_risk_count_2018, development_at_risk_perc_2018, development_at_risk_count_2015, development_at_risk_perc_2012, development_vulnerable_perc_2009, development_at_risk_perc_2015, development_on_track_perc_2009, development_at_risk_count_2012, development_on_track_count_2012, name, development_on_track_count_2009, development_vulnerable_count_2009, children_wh_valid_scores_count_2009, development_vulnerable_perc_2015, development_vulnerable_perc_2018, development_at_risk_count_2009, code, development_vulnerable_perc_2012, development_at_risk_perc_2009, development_on_track_count_2015, development_vulnerable_count_2015, development_vulnerable_count_2012, development_on_track_count_2018, children_wh_valid_scores_count_2012, sa2_main16, development_on_track_perc_2012, children_wh_valid_scores_count_2015, development_on_track_perc_2015, development_vulnerable_count_2018, development_on_track_perc_2018
207,10,4.830918,7,4.1666665,2.232143,3.030303,90.17857,8,176,"Hampton",202,5,224,1.7316017,3.3816426,17,"21172",4.1666665,7.589286,220,4,8,190,192,"208011172",91.666664,231,95.2381,7,91.78744
162,9,5.5555553,8,3.5502958,3.5714285,4.123711,92.85714,6,158,"Brunswick",130,5,140,3.0927835,1.8518518,5,"21105",2.9585798,3.5714285,180,6,5,150,169,"206011105",93.49113,194,92.78351,3,92.59259
47,4,8.510638,4,10.958904,1.6393442,5.882353,91.803276,8,64,"Brunswick East",56,1,61,4.4117646,0.0,4,"21106",1.369863,6.557377,61,3,1,43,73,"206011106",87.671234,68,89.70588,0,91.489365
123,3,2.4390244,2,5.4545455,2.6086957,1.8181819,88.695656,6,104,"Pascoe Vale South",102,3,115,5.4545455,2.4390244,10,"21109",0.0,8.695652,102,6,0,117,110,"206011109",94.545456,110,92.72727,3,95.12195
61,2,3.2786884,3,11.764706,null,12.5,null,2,13,"Docklands",null,null,8,4.1666665,8.196721,null,"21118",11.764706,null,20,1,2,54,17,"206041118",76.47059,24,83.333336,5,88.52459
27,2,7.4074073,null,0.0,0.0,null,94.117645,0,26,"South Yarra - West",16,0,17,null,3.7037036,1,"21125",0.0,5.882353,null,null,0,24,26,"206041125",100.0,null,null,1,88.888885
188,11,5.8510637,8,6.8965516,0.8695652,4.9382715,90.434784,8,103,"Bentleigh East (South)",104,1,115,3.7037036,1.5957447,10,"21427",4.3103447,8.695652,148,6,5,174,116,"208021427",88.793106,162,91.358025,3,92.55319
279,11,3.9426522,9,4.6413503,2.1008403,3.4220533,91.17647,11,217,"Bentleigh - McKinnon",217,5,238,1.5209125,0.0,16,"21174",3.7974684,6.722689,250,4,9,268,237,"208021174",91.56118,263,95.05704,0,96.05735
128,8,6.25,6,5.5555553,2.857143,5.357143,87.14286,7,117,"Aspendale Gardens - Waterways",122,4,140,0.89285713,3.125,14,"21183",1.5873016,10.0,105,1,2,116,126,"208031183",92.85714,112,93.75,4,90.625
87,4,4.597701,1,4.9504952,0.0,0.990099,96.8421,5,93,"Murrumbeena",92,0,95,0.0,2.2988505,3,"21181",2.970297,3.1578948,100,0,3,81,101,"208021181",92.07921,101,99.0099,2,93.10345
159,14,8.805032,8,8.045977,4.2944784,4.0,88.957054,14,156,"Bentleigh East (North)",145,7,163,2.0,1.8867924,11,"21426",2.2988505,6.7484665,188,4,4,142,174,"208021426",89.655174,200,94.0,3,89.308174
46,4,8.695652,0,0.0,null,0.0,null,0,20,"Southbank",null,null,15,5.714286,2.173913,null,"21126",9.090909,null,33,2,2,41,22,"206041126",90.90909,35,94.28571,1,89.13043
75,6,8.0,9,12.5,6.6666665,12.328767,85.333336,9,63,"Chelsea Heights",64,5,75,5.479452,2.6666667,6,"21187",0.0,8.0,60,4,0,67,72,"208031187",87.5,73,82.19178,2,89.333336
241,11,4.5643153,13,7.860262,2.5974026,5.394191,93.93939,18,204,"Greensborough",217,6,231,1.659751,0.8298755,8,"21197",3.0567687,3.4632034,224,4,7,228,229,"209011197",89.08297,241,92.94606,2,94.60581
186,14,7.5268817,24,9.375,3.3557048,15.094339,87.24832,15,141,"Preston - West",130,5,149,4.402516,3.7634408,14,"21429",2.5,9.395973,128,7,4,165,160,"209021429",88.125,159,80.50314,7,88.70968
163,12,7.3619633,9,4.878049,2.189781,4.787234,87.59124,8,150,"Carnegie",120,3,137,2.6595745,3.0674846,14,"21176",3.6585367,10.218978,174,5,6,146,164,"208021176",91.46342,188,92.55319,5,89.57055
729,97,13.305899,49,12.790698,3.2258065,13.136729,83.870964,22,142,"Cranbourne East",26,1,31,7.774799,8.093279,4,"21301",4.6511626,12.903226,295,29,8,573,172,"212031301",82.558136,373,79.08847,59,78.60082
299,13,4.347826,16,5.882353,4.861111,5.498282,87.5,17,262,"Coburg",252,14,288,2.749141,4.013378,22,"21108",3.4602077,7.638889,267,8,10,274,289,"206011108",90.65744,291,91.75258,12,91.638794
70,5,7.142857,3,1.7241379,3.125,4.0,95.3125,1,57,"Armadale",61,2,64,1.3333334,1.4285715,1,"21135",0.0,1.5625,71,1,0,64,58,"206061135",98.27586,75,94.666664,1,91.42857
378,49,12.962963,57,14.540816,19.142857,13.868613,63.142857,57,288,"Hampton Park - Lynbrook",221,67,350,11.192214,5.5555553,62,"21305",11.989796,17.714285,308,46,47,308,392,"212031305",73.46939,411,74.93917,21,81.48148
114,9,7.894737,6,10.10101,2.8301888,4.6511626,92.45283,10,85,"Brunswick West",98,3,106,4.6511626,2.631579,5,"21107",4.040404,4.716981,117,6,4,102,99,"206011107",85.85859,129,90.69768,3,89.47369
103,7,6.7961164,6,3.0927835,7.2916665,5.882353,85.416664,3,94,"Alphington - Fairfield",82,7,96,3.9215686,1.9417475,7,"21110",0.0,7.2916665,92,4,0,94,97,"206021110",96.90722,102,90.196075,2,91.26214
135,14,10.37037,8,11.607142,1.6528926,5.673759,90.08264,13,97,"Ormond - Glen Huntly",109,2,121,4.964539,2.2222223,10,"21182",1.7857143,8.264462,126,7,2,118,112,"208021182",86.60714,141,89.3617,3,87.40741
270,11,4.0740743,15,7.3426576,2.6785715,5.102041,89.73214,21,260,"Northcote",201,6,224,2.7210884,4.0740743,17,"21111",1.7482518,7.589286,271,8,5,248,286,"206021111",90.90909,294,92.17687,11,91.85185
0,null,null,null,null,null,null,null,null,null,"West Melbourne",null,null,0,null,null,null,"21127",null,null,null,null,null,null,0,"206041127",null,null,null,null,null
183,16,8.74317,14,6.557377,7.3446326,7.253886,83.05085,12,163,"Thornbury",147,13,177,4.6632123,6.010929,17,"21112",4.371585,9.60452,170,9,8,156,183,"206021112",89.07104,193,88.0829,11,85.2459
79,5,6.329114,7,6.097561,7.142857,9.722222,87.14286,5,73,"South Melbourne",61,5,70,6.9444447,3.7974684,4,"21132",4.878049,5.714286,60,5,4,71,82,"206051132",89.02439,72,83.333336,3,89.87342
182,10,5.4945054,14,7.8313255,4.137931,7.7777777,88.965515,13,147,"Ascot Vale",129,6,145,3.8888888,3.2967033,10,"21113",3.6144578,6.8965516,159,7,6,166,166,"206031113",88.554214,180,88.333336,6,91.20879
290,15,5.172414,14,3.125,0.3875969,5.109489,94.57365,7,212,"Essendon - Aberfeldie",244,1,258,2.189781,2.413793,13,"21114",2.232143,5.0387597,254,6,5,268,224,"206031114",94.64286,274,92.70073,7,92.413795
92,9,9.782609,19,11.538462,12.068966,18.446602,78.44827,12,84,"Flemington",91,14,116,7.76699,8.695652,11,"21115",7.6923075,9.4827585,76,8,8,75,104,"206031115",80.76923,103,73.78641,8,81.521736
165,14,8.484848,8,6.034483,1.2738854,5.479452,92.35669,7,107,"Moonee Ponds",145,2,157,3.4246576,0.6060606,10,"21116",1.7241379,6.3694267,133,5,2,150,116,"206031116",92.24138,146,91.095894,1,90.90909
74,12,16.216217,6,10.714286,20.37037,8.333333,64.81481,6,47,"Carlton",35,11,54,11.111111,13.513514,8,"21117",5.357143,14.814815,58,8,3,52,56,"206041117",83.92857,72,80.55556,10,70.27027
133,11,8.270677,13,16.666666,11.538462,10.0,75.0,16,75,"North Melbourne",39,6,52,3.8461537,3.7593985,7,"21123",5.2083335,13.461538,112,5,5,117,96,"206041123",78.125,130,86.15385,5,87.969925
33,5,15.151515,1,8.333333,9.523809,4.5454545,76.190475,2,18,"Parkville",16,2,21,4.5454545,0.0,3,"21124",16.666666,14.285714,20,1,4,28,24,"206041124",75.0,22,90.90909,0,84.84849
161,6,3.7267082,7,3.1007752,2.9126213,5.5555553,91.26214,4,123,"Albert Park",94,3,103,3.1746032,1.8633541,6,"21128",1.5503876,5.8252425,115,4,2,152,129,"206051128",95.34884,126,91.269844,3,94.409935
136,9,6.617647,5,6.875,0.98039216,3.2258065,95.09804,11,147,"Elwood",97,1,102,1.9354838,1.4705882,4,"21129",1.25,3.9215686,147,3,2,125,160,"206051129",91.875,155,94.83871,2,91.911766
111,7,6.3063064,9,3.9473684,4.285714,10.344828,84.28571,3,72,"St Kilda",59,3,70,10.344828,2.7027028,8,"21133",1.3157895,11.428572,69,9,1,101,76,"206051133",94.73684,87,79.31035,3,90.99099
119,7,5.882353,8,7.2727275,5.0,6.722689,90.0,8,97,"St Kilda East",90,5,100,1.6806723,3.3613446,5,"21134",4.5454545,5.0,109,2,5,108,110,"206051134",88.181816,119,91.59664,4,90.7563
77,13,16.883118,5,16.666666,10.0,5.102041,70.0,18,75,"Delahey",84,12,120,10.204082,16.883118,24,"21331",13.888889,20.0,83,10,15,51,108,"213011331",69.44444,98,84.69388,13,66.233765
116,7,6.034483,6,11.940298,1.6949153,7.7922077,88.13559,8,58,"South Yarra - East",52,1,59,9.090909,8.620689,6,"21137",1.4925373,10.169492,64,7,1,99,67,"206061137",86.56716,77,83.11688,10,85.344826
63,7,11.111111,4,1.6129032,0.0,5.882353,94.666664,1,61,"Toorak",71,0,75,0.0,0.0,4,"21138",0.0,5.3333335,64,0,0,56,62,"206061138",98.3871,68,94.117645,0,88.888885
31,2,6.451613,0,6.451613,10.0,0.0,73.333336,2,27,"Abbotsford",22,3,30,15.151515,3.2258065,5,"21139",6.451613,16.666666,28,5,2,28,31,"206071139",87.09677,33,84.84849,1,90.32258
53,1,1.8867924,1,2.7777777,1.5873016,1.8518518,95.2381,2,69,"Carlton North - Princes Hill",60,1,63,7.4074073,3.7735848,2,"21140",1.3888888,3.1746032,49,4,1,50,72,"206071140",95.833336,54,90.74074,2,94.33962
93,4,4.3010755,14,10.185185,1.1111112,10.852714,95.55556,11,95,"Fitzroy North",86,1,90,3.875969,1.0752689,3,"21143",1.8518518,3.3333333,110,5,2,88,108,"206071143",87.96296,129,85.27132,1,94.62366
182,13,7.142857,11,16.049383,8.762887,6.0439563,84.02062,26,124,"Richmond (Vic.)",163,17,194,9.89011,6.5934067,14,"21144",7.4074073,7.216495,153,18,12,157,162,"206071144",76.54321,182,84.06593,12,86.26373
96,4,4.1666665,5,7.4468083,6.557377,5.4347825,81.96722,7,85,"Yarra - North",50,4,61,2.173913,1.0416666,7,"21145",2.1276596,11.47541,85,2,2,91,94,"206071145",90.42553,92,92.391304,1,94.791664
120,13,10.833333,7,10.619469,1.6393442,5.6910567,93.44262,12,97,"Ashburton (Vic.)",114,2,122,1.6260163,4.1666665,6,"21146",3.539823,4.9180326,114,2,4,102,113,"207011146",85.840706,123,92.68293,5,85.0
156,16,10.256411,13,4.6666665,1.6260163,9.027778,92.68293,7,141,"Balwyn",114,2,123,2.0833333,1.2820513,7,"21147",1.3333334,5.6910567,128,3,2,138,150,"207011147",94.0,144,88.888885,2,88.46154
244,6,2.4590163,16,4.3103447,1.2987013,6.837607,95.77922,10,219,"Camberwell",295,4,308,0.0,1.6393442,9,"21149",1.2931035,2.922078,218,0,3,234,232,"207011149",94.39655,234,93.16239,4,95.90164
246,17,6.910569,17,6.57277,1.8018018,7.589286,95.045044,14,192,"Balwyn North",211,4,222,3.5714285,1.2195122,7,"21148",3.286385,3.1531532,199,8,7,226,213,"207011148",90.14085,224,88.83929,3,91.86992
183,11,6.010929,11,6.4864864,3.7815125,4.7619047,90.7563,12,168,"Kew",216,9,238,0.43290043,1.0928962,13,"21153",2.7027028,5.462185,219,1,5,170,185,"207011153",90.810814,231,94.80519,2,92.89617
202,11,5.4455447,12,5.240175,1.7241379,5.063291,95.25862,12,216,"Glen Iris - East",221,4,232,2.5316455,1.4851485,7,"21150",0.4366812,3.0172415,219,6,1,188,229,"207011150",94.32314,237,92.40506,3,93.069305
132,2,1.5151515,6,3.8961039,3.6809816,4.316547,93.86503,6,148,"Hawthorn",153,6,163,2.1582735,1.5151515,4,"21151",0.0,2.4539878,130,3,0,128,154,"207011151",96.1039,139,93.52518,2,96.969696
157,12,7.643312,7,6.289308,0.78740156,4.402516,96.062996,10,148,"Hawthorn East",122,1,127,1.8867924,3.1847134,4,"21152",0.6289308,3.1496062,149,3,1,140,159,"207011152",93.081764,159,93.71069,5,89.171974
56,2,3.5714285,3,4.7058825,4.7058825,3.7037036,94.117645,4,80,"Kew East",80,4,85,0.0,3.5714285,1,"21154",1.1764706,1.1764706,78,0,1,52,85,"207011154",94.117645,81,96.296295,2,92.85714
154,4,2.5974026,7,2.4691358,0.52910054,3.8888888,94.17989,4,156,"Surrey Hills (West) - Canterbury",178,1,189,2.7777777,1.2987013,10,"21155",1.2345679,5.291005,168,5,2,148,162,"207011155",96.296295,180,93.333336,2,96.1039
70,4,5.714286,10,6.5934067,3.030303,10.752688,90.90909,6,82,"Bulleen",120,4,132,2.1505377,1.4285715,8,"21156",3.2967033,6.060606,81,2,3,65,91,"207021156",90.10989,93,87.09677,1,92.85714
210,17,8.095238,19,3.5928144,2.0134227,11.515152,90.60403,6,157,"Doncaster",135,3,149,3.6363637,8.095238,11,"21157",2.3952096,7.3825502,140,6,4,176,167,"207021157",94.01198,165,84.84849,17,83.809525
151,14,9.271523,6,5.952381,2.793296,5.084746,91.061455,10,156,"Templestowe",163,5,179,0.84745765,5.298013,11,"21159",1.1904762,6.1452513,111,1,2,129,168,"207021159",92.85714,118,94.067795,8,85.430466
163,12,7.3619633,4,3.6585367,4.1420116,2.9629629,87.57397,6,153,"Caulfield - North",148,7,169,2.2222223,1.8404908,14,"21177",3.0487804,8.284023,128,3,5,148,164,"208021177",93.29269,135,94.81481,3,90.79755
114,8,7.017544,10,5.357143,2.1126761,7.4626865,95.07042,6,105,"Templestowe Lower",135,3,142,5.970149,2.631579,4,"21160",0.89285713,2.8169014,116,8,1,103,112,"207021160",93.75,134,86.56716,3,90.350876
174,10,5.7471266,18,6.060606,5.8479533,11.25,87.13451,12,178,"Box Hill",149,10,171,0.0,2.8735633,12,"21163",4.040404,7.017544,142,0,8,159,198,"207031163",89.89899,160,88.75,5,91.37931
175,13,7.428571,5,6.8702292,2.3809524,4.1666665,92.06349,9,114,"Doncaster East (North)",116,3,126,1.6666666,6.857143,7,"21424",6.10687,5.5555553,113,2,8,150,131,"207021424",87.0229,120,94.166664,12,85.71429
206,16,7.76699,4,5.147059,1.5037594,2.9850745,90.97744,7,128,"Doncaster East (South)",121,2,133,3.7313433,2.4271846,10,"21425",0.7352941,7.518797,125,5,1,185,136,"207021425",94.117645,134,93.283585,5,89.805824
238,8,3.3613446,10,6.140351,2.739726,4.347826,88.58447,14,206,"Blackburn",194,6,219,2.6086957,2.1008403,19,"21161",3.508772,8.675799,214,6,8,225,228,"207031161",90.350876,230,93.04348,5,94.53782
208,11,5.2884617,11,5.3398056,1.5228426,5.5555553,90.862946,11,189,"Box Hill North",179,3,197,3.030303,1.9230769,15,"21164",2.9126213,7.614213,181,6,6,193,206,"207031164",91.747574,198,91.41414,4,92.78846
81,3,3.7037036,2,11.0,2.173913,2.6666667,89.13043,11,89,"Burwood",82,2,92,8.0,7.4074073,8,"21165",0.0,8.695652,67,6,0,72,100,"207031165",89.0,75,89.333336,6,88.888885
100,3,3.0,4,3.0927835,5.4054055,5.882353,87.83784,3,92,"Burwood East",65,4,74,0.0,5.0,5,"21166",2.0618556,6.756757,64,0,2,92,97,"207031166",94.84536,68,94.117645,5,92.0
161,6,3.7267082,7,5.4347825,1.3605442,4.2944784,93.87755,10,166,"Beaumaris",138,2,147,1.2269939,2.484472,7,"21168",4.347826,4.7619047,154,2,8,151,184,"208011168",90.21739,163,94.47853,4,93.78882
161,11,6.8322983,10,5.820106,3.10559,4.9504952,87.57764,11,177,"Caulfield - South",141,5,161,1.4851485,3.10559,15,"21178",0.52910054,9.316771,189,3,1,145,189,"208021178",93.650795,202,93.564354,5,90.06211
221,8,3.6199095,12,6.2240663,1.2578616,5.2173915,93.71069,15,218,"Brighton (Vic.)",298,4,318,0.4347826,2.2624435,16,"21169",3.319502,5.0314465,217,1,8,208,241,"208011169",90.45643,230,94.347824,5,94.117645
92,5,5.4347825,5,5.185185,5.504587,4.464286,81.651375,7,127,"Elsternwick",89,6,109,0.89285713,0.0,14,"21179",0.7407407,12.844037,106,1,1,87,135,"208021179",94.07407,112,94.64286,0,94.565216
160,10,6.25,12,3.3755274,1.5463917,6.2827225,93.298965,8,227,"Sandringham - Black Rock",181,3,194,1.0471205,0.0,10,"21173",0.84388185,5.1546392,177,2,2,150,237,"208011173",95.780594,191,92.67016,0,93.75
144,19,13.194445,13,6.7114096,1.5151515,10.833333,90.90909,10,132,"Carrum - Patterson Lakes",120,2,132,5.0,4.1666665,10,"21185",4.6979866,7.5757575,101,6,7,119,149,"208031185",88.59061,120,84.166664,6,82.638885
177,4,2.259887,16,7.518797,1.9047619,10.38961,91.42857,10,121,"Chelsea - Bonbeach",96,2,105,0.64935064,6.779661,7,"21186",1.5037594,6.6666665,137,1,2,161,133,"208031186",90.97744,154,88.96104,12,90.96045
253,18,7.1146245,22,8.298756,3.2258065,7.7738514,88.47926,20,204,"Cheltenham - Highett (East)",192,7,217,1.4134276,5.13834,18,"21188",7.0539417,8.29493,257,4,17,222,241,"208031188",84.6473,283,90.81272,13,87.74703
135,7,5.185185,6,13.492064,6.2992125,4.5454545,88.18898,17,104,"Mentone",112,8,127,1.5151515,1.4814814,7,"21190",3.9682539,5.5118113,124,2,5,126,126,"208031190",82.53968,132,93.93939,2,93.333336
157,14,8.917197,12,12.280702,2.1276596,6.521739,92.9078,21,138,"Edithvale - Aspendale",131,3,141,1.0869565,2.5477707,7,"21189",7.017544,4.964539,170,2,12,139,171,"208031189",80.70175,184,92.391304,4,88.535034
82,3,3.6585367,7,7.2580647,2.631579,7.9545455,88.59649,9,110,"Bundoora - East",101,3,114,2.2727273,7.3170733,10,"21196",4.032258,8.77193,79,2,5,73,124,"209011196",88.70968,88,89.77273,6,89.02439
104,10,9.615385,7,4.7619047,2.2222223,6.6666665,92.22222,5,95,"Watsonia",83,2,90,3.8095238,4.8076925,5,"21204",4.7619047,5.5555553,94,4,5,89,105,"209011204",90.47619,105,89.52381,5,85.57692
88,8,9.090909,7,8.823529,1.0989012,8.139535,89.01099,9,88,"Kingsbury",81,1,91,0.0,5.681818,9,"21205",4.901961,9.89011,79,0,5,75,102,"209021205",86.27451,86,91.860466,5,85.22727
283,18,6.360424,16,10.526316,7.4235806,5.734767,79.91267,28,224,"Reservoir - East",183,17,229,5.376344,8.127209,29,"21207",5.263158,12.663755,248,15,14,242,266,"209021207",84.210526,279,88.888885,23,85.51237
268,22,8.208955,19,9.727627,7.8703704,7.3929963,82.40741,25,210,"Reservoir - West",178,17,216,7.3929963,5.223881,21,"21208",8.560311,9.722222,219,19,22,232,257,"209021208",81.71206,257,85.214005,14,86.56716
95,6,6.3157897,7,7.352941,4.0,9.722222,86.0,5,60,"Coburg North",43,2,50,5.5555553,9.473684,5,"21236",4.4117646,10.0,61,4,3,80,68,"210031236",88.23529,72,84.72222,9,84.210526
220,23,10.454545,32,12.352942,6.060606,16.753927,78.030304,21,136,"Fawkner",103,8,132,11.518325,12.727273,21,"21237",7.647059,15.909091,137,22,13,169,170,"210031237",80.0,191,71.727745,28,76.818184
151,8,5.298013,7,2.5157232,2.1390374,3.8461537,94.652405,4,153,"Malvern - Glen Iris",177,4,187,0.5494506,1.986755,6,"21194",1.2578616,3.2085562,174,1,2,140,159,"208041194",96.22642,182,95.60439,3,92.71523
212,24,11.320755,19,11.707317,4.4444447,10.05291,83.703705,24,170,"Ringwood",113,6,135,4.7619047,2.8301888,16,"21266",5.365854,11.851851,161,9,11,182,205,"211031266",82.92683,189,85.18519,6,85.84906
213,10,4.6948357,9,6.2222223,2.4896266,4.0540543,89.21162,14,203,"Malvern East",215,6,241,1.3513514,1.8779342,20,"21195",3.5555556,8.298756,210,3,8,199,225,"208041195",90.22222,222,94.5946,4,93.42723
264,21,7.9545455,14,4.9504952,2.0833333,4.745763,90.17857,15,285,"Eltham",303,7,336,2.3728814,2.2727273,26,"21209",0.990099,7.7380953,274,7,3,237,303,"209031209",94.0594,295,92.881355,6,89.77273
54,0,0.0,4,21.568628,12.5,8.510638,68.75,11,37,"Hurstbridge",33,6,48,6.382979,1.8518518,9,"21210",5.882353,18.75,40,3,3,53,51,"209031210",72.54902,47,85.106384,1,98.14815
45,3,6.6666665,6,13.207547,6.818182,11.111111,77.27273,7,39,"Kinglake",34,3,44,9.259259,6.6666665,7,"21211",13.207547,15.909091,43,5,7,39,53,"209031211",73.58491,54,79.62963,3,86.666664
36,3,8.333333,4,7.6923075,13.793103,7.8431373,75.86207,5,55,"Panton Hill - St Andrews",44,8,58,9.803922,2.7777777,6,"21212",7.6923075,10.344828,42,5,5,32,65,"209031212",84.61539,51,82.35294,1,88.888885
106,2,1.8867924,7,4.132231,3.3333333,6.0869565,88.333336,5,111,"Plenty - Yarrambat",106,4,120,6.9565215,0.9433962,10,"21213",4.132231,8.333333,100,8,5,103,121,"209031213",91.735535,115,86.95652,1,97.169815
81,1,1.2345679,2,7.207207,2.5641026,2.5641026,91.02564,8,99,"Research - North Warrandyte",71,2,78,0.0,1.2345679,5,"21214",3.6036036,6.4102564,76,0,4,79,111,"209031214",89.189186,78,97.4359,1,97.53086
196,5,2.5510204,8,9.395973,2.7210884,4.4198895,93.19728,14,130,"Heidelberg - Rosanna",137,4,147,3.8674033,4.0816326,6,"21198",3.3557048,4.0816326,166,7,5,183,149,"209011198",87.24832,181,91.71271,8,93.36735
42,3,7.142857,4,15.254237,5.769231,10.526316,82.69231,9,47,"Bundoora - West",43,3,52,5.263158,14.285714,6,"21217",5.084746,11.538462,32,2,3,33,59,"209041217",79.66102,38,84.210526,6,78.57143
239,30,12.552301,26,14.572865,10.4,10.116732,73.2,29,143,"Lalor",183,26,250,8.949416,9.623431,41,"21219",13.56784,16.4,208,23,27,186,199,"209041219",71.8593,257,80.93385,23,77.824265
167,21,12.57485,19,20.858896,15.12605,12.025316,74.78992,34,112,"Heidelberg West",89,18,119,8.86076,5.9880238,12,"21199",10.429448,10.084034,125,14,17,136,163,"209011199",68.711655,158,79.11392,10,81.437126
115,6,5.2173915,5,3.6764705,0.8333333,4.347826,95.833336,5,126,"Ivanhoe",115,1,120,0.8695652,1.7391304,4,"21200",3.6764705,3.3333333,109,1,5,107,136,"209011200",92.64706,115,94.78261,2,93.04348
86,1,1.1627907,8,2.7272727,2.020202,10.126582,93.93939,3,105,"Ivanhoe East - Eaglemont",93,2,99,1.2658228,0.0,4,"21201",1.8181819,4.040404,70,1,2,85,110,"209011201",95.454544,79,88.6076,0,98.83721
197,16,8.121827,13,6.521739,3.468208,6.8062825,85.54913,12,168,"Montmorency - Briar Hill",148,6,173,6.8062825,5.5837564,19,"21202",2.173913,10.982659,165,13,4,170,184,"209011202",91.304344,191,86.387436,11,86.29442
243,13,5.3497944,13,6.5116277,1.7857143,5.2208834,91.51786,14,195,"Viewbank - Yallambie",205,4,224,2.008032,0.82304525,15,"21203",2.7906976,6.696429,231,5,6,228,215,"209011203",90.69768,249,92.77109,2,93.82716
196,14,7.142857,12,10.326087,9.039548,5.91133,83.05085,19,152,"Preston - East",147,16,177,5.91133,4.0816326,14,"21428",7.0652175,7.9096045,179,12,13,174,184,"209021428",82.608696,203,88.17734,8,88.77551
162,7,4.3209877,11,15.060241,1.5873016,6.508876,91.53439,25,139,"Wattle Glen - Diamond Creek",173,3,189,3.5502958,1.8518518,13,"21215",1.2048193,6.878307,152,6,2,152,166,"209031215",83.73494,169,89.94083,3,93.82716
