estimated_resident_population_persons_30_june_34_years_pc, overseas_born_population_census_born_southern_eastern_europe_pc, estimated_resident_population_females_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_60_64_years_num, estimated_resident_population_females_30_june_50_54_years_num, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_nm, estimated_resident_population_persons_30_june_65_69_years_pc, estimated_resident_population_females_30_june_40_44_years_pc, estimated_resident_population_females_30_june_34_years_pc, estimated_resident_population_males_30_june_40_44_years_pc, estimated_resident_population_females_30_june_55_59_years_num, estimated_resident_population_males_30_june_males_85_pc, population_density_as_at_30_june_population_density_personskm2, estimated_resident_population_males_30_june_60_64_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_fmls_ttl_nm, estimated_resident_population_persons_30_june_20_24_years_num, overseas_born_population_census_born_in_south_east_asia_pc, estimated_resident_population_males_30_june_65_69_years_pc, estimated_resident_population_males_30_june_15_19_years_num, estimated_resident_population_males_30_june_50_54_years_num, estimated_resident_population_females_30_june_25_29_years_pc, estimated_resident_population_males_30_june_males_5_9_years_pc, estmd_rsdnt_pltn_smry_stc_30_jne_wrkng_age_agd_15_64_yrs_pc, estimated_resident_population_persons_30_june_5_9_years_pc, estimated_resident_population_females_30_june_females_85_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_prsns_ttl_nm, estimated_resident_population_males_30_june_10_14_years_num, estimated_resident_population_females_30_june_65_69_years_num, religious_affiliation_census_other_religions_pc, estimated_resident_population_persons_30_june_55_59_years_num, estimated_resident_population_males_30_june_15_19_years_pc, estimated_resident_population_females_30_june_40_44_years_num, estimated_resident_population_persons_30_june_0_4_years_num, estimated_resident_population_persons_30_june_34_years_num, estimated_resident_population_females_30_june_20_24_years_pc, estimated_resident_population_persons_30_june_80_84_years_pc, estimated_resident_population_females_30_june_15_19_years_num, estimated_resident_population_males_30_june_males_0_4_years_num, estimated_resident_population_females_30_june_0_4_years_pc, australian_citizenship_census_australian_citizenship_stated_pc, brths_dths_yr_endd_31_dcmbr_and_stndrdsd_dth_rte_pr_1000_ppltn, estimated_resident_population_males_30_june_males_5_9_years_num, speaks_language_english_home_census_a_other_than_at_pc, estimated_resident_population_persons_30_june_50_54_years_pc, estimated_resident_population_females_30_june_10_14_years_pc, estimated_resident_population_females_30_june_75_79_years_pc, estimated_resident_population_persons_30_june_70_74_years_num, estimated_resident_population_females_30_june_females_85_num, estimated_resident_population_females_30_june_25_29_years_num, estimated_resident_population_females_30_june_65_69_years_pc, estimated_resident_population_males_30_june_80_84_years_num, religious_affiliation_census_buddhism_pc, estimated_resident_population_males_30_june_20_24_years_num, internal_overseas_migration_30_june_internal_arrivals_num, estimated_resident_population_males_30_june_20_24_years_pc, estimated_resident_population_females_30_june_20_24_years_num, estimated_resident_population_persons_30_june_10_14_years_num, estimated_resident_population_males_30_june_80_84_years_pc, religious_affiliation_census_no_religion_secular_beliefs_pc, sa2_maincode_2016, estimated_resident_population_males_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_35_39_years_num, religious_affiliation_census_inadequately_described_stated_pc, estimated_resident_population_persons_30_june_5_9_years_num, estimated_resident_population_females_30_june_75_79_years_num, estimated_resident_population_persons_30_june_persons_85_pc, estimated_resident_population_males_30_june_75_79_years_num, brths_dths_yr_endd_31_dcmbr_and_ttl_frtlty_rte_pr_fmle, estimated_resident_population_males_30_june_35_39_years_pc, estimated_resident_population_males_30_june_35_39_years_num, estimated_resident_population_females_30_june_50_54_years_pc, estimated_resident_population_females_30_june_10_14_years_num, estimated_resident_population_males_30_june_males_0_4_years_pc, estimated_resident_population_persons_30_june_25_29_years_pc, estimated_resident_population_females_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_25_29_years_num, religious_affiliation_census_christianity_pc, estimated_resident_population_persons_30_june_40_44_years_num, australian_citizenship_census_not_an_australian_citizen_pc, overseas_born_population_census_total_born_overseas_pc, internal_overseas_migration_30_june_internal_departures_num, estimated_resident_population_females_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_pc, estimated_resident_population_persons_30_june_55_59_years_pc, overseas_born_population_census_north_africa_middle_east_pc, religious_affiliation_census_hinduism_pc, estimated_resident_population_persons_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_pc, overseas_born_population_census_born_in_north_east_asia_pc, sa2_name_2016, internal_overseas_migration_30_june_net_internal_migration_num, estimated_resident_population_persons_30_june_0_4_years_pc, internal_overseas_migration_30_june_overseas_arrivals_num, religious_affiliation_census_islam_pc, estimated_resident_population_males_30_june_25_29_years_num, estimated_resident_population_males_30_june_70_74_years_num, estimated_resident_population_persons_30_june_15_19_years_num, estimated_resident_population_persons_30_june_70_74_years_pc, estimated_resident_population_females_30_june_80_84_years_num, estimated_resident_population_males_30_june_34_years_num, estimated_resident_population_males_30_june_70_74_years_pc, estimated_resident_population_persons_30_june_40_44_years_pc, estimated_resident_population_females_30_june_5_9_years_pc, overseas_born_population_census_born_in_americas_pc, estimated_resident_population_persons_30_june_50_54_years_num, overseas_born_population_census_born_southern_central_asia_pc, aboriginal_torres_strait_islander_peoples_census_and_pc, estimated_resident_population_males_30_june_65_69_years_num, religious_affiliation_census_judaism_pc, estimated_resident_population_females_30_june_35_39_years_num, estimated_resident_population_males_30_june_40_44_years_num, estimated_resident_population_males_30_june_45_49_years_pc, estimated_resident_population_males_30_june_55_59_years_pc, estimated_resident_population_persons_30_june_60_64_years_pc, estimated_resident_population_persons_30_june_persons_85_num, australian_citizenship_census_australian_citizen_pc, estimated_resident_population_females_30_june_15_19_years_pc, estimated_resident_population_males_30_june_10_14_years_pc, estimated_resident_population_females_30_june_80_84_years_pc, estimated_resident_population_males_30_june_50_54_years_pc, estimated_resident_population_females_30_june_45_49_years_pc, estimated_resident_population_persons_30_june_35_39_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mls_ttl_nm, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_fmls_yrs, overseas_born_population_census_born_in_north_west_europe_pc, estimated_resident_population_females_30_june_35_39_years_pc, estimated_resident_population_females_30_june_55_59_years_pc, estimated_resident_population_females_30_june_45_49_years_num, internal_overseas_migration_30_june_net_overseas_migration_num, ovrss_brn_ppltn_cnss_ocna_antrctca_excldng_astrla_pc, estimated_resident_population_males_30_june_males_85_num, estimated_resident_population_males_30_june_25_29_years_pc, internal_overseas_migration_30_june_overseas_departures_num, estimated_resident_population_males_30_june_45_49_years_num, births_deaths_year_ended_31_december_and_num, estimated_resident_population_females_30_june_34_years_num, religious_affiliation_census_other_spiritual_beliefs_pc, estimated_resident_population_males_30_june_75_79_years_pc, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_prsns_yrs, estimated_resident_population_persons_30_june_75_79_years_pc, estimated_resident_population_females_30_june_0_4_years_num, estmtd_rsdnt_ppltn_smmry_sttstcs_30_jne_mdn_age_mls_yrs, estimated_resident_population_persons_30_june_65_69_years_num, brths_dths_yr_endd_31_dcmbr_and_nm, estimated_resident_population_females_30_june_60_64_years_num, yr, estimated_resident_population_persons_30_june_10_14_years_pc, estimated_resident_population_persons_30_june_75_79_years_num, estimated_resident_population_females_30_june_5_9_years_num, estimated_resident_population_males_30_june_55_59_years_num, estimated_resident_population_persons_30_june_45_49_years_num, overseas_born_population_census_born_in_sub_saharan_africa_pc
7.4,null,3.6,7.9,995,665,12948,4.0,6.3,7.5,6.3,627,2.4,3095.5,460,9889,1509,null,3.8,623,538,7.6,6.3,67.4,6.0,3.4,19219,601,418,null,1160,6.7,626,1000,1422,7.4,2.4,591,502,5.0,null,null,587,null,6.3,5.1,2.9,666,339,751,4.2,182,null,775,1634,8.3,734,1108,2.0,null,"207031164",4.9,1305,null,1148,291,2.9,252,null,7.0,653,6.7,507,5.4,8.2,5.4,7.1,1567,null,1211,null,null,1953,359,6.3,6.0,null,null,469,7.3,null,"Box Hill North",-319,5.2,878,null,816,307,1214,3.5,287,681,3.3,6.3,5.7,null,1203,null,null,355,null,652,585,7.0,5.7,5.2,564,null,6.0,6.4,2.9,5.8,7.1,6.8,9330,39.4,null,6.6,6.3,707,454,null,225,8.7,424,655,null,741,null,2.7,37.4,2.8,498,35.6,773,null,535,2019,5.8,543,561,533,1362,null
4.3,null,3.1,8.2,482,436,6502,4.1,7.5,4.6,6.3,340,1.1,1789.2,245,4782,778,null,4.0,420,398,3.7,6.9,68.5,6.4,1.6,9496,356,197,null,665,8.9,357,488,409,7.4,2.0,413,271,4.5,null,null,323,null,8.8,6.5,2.8,295,75,175,4.1,82,null,425,573,9.0,353,666,1.7,null,"208031183",5.2,572,null,607,133,1.4,99,null,5.5,257,9.1,310,5.7,4.5,5.0,9.0,423,null,653,null,null,691,150,8.8,7.0,null,null,191,4.0,null,"Aspendale Gardens - Waterways",-118,5.1,137,null,248,145,833,3.1,109,188,3.1,6.9,5.9,null,834,null,null,189,null,315,296,8.3,6.9,5.1,129,null,8.6,7.6,2.3,8.4,9.6,6.0,4714,41.5,null,6.6,7.1,460,83,null,54,5.3,54,393,null,221,null,2.1,39.8,2.4,217,37.5,386,null,237,2019,7.0,232,284,325,853,null
9.6,null,2.9,13.3,1049,626,17405,3.2,5.8,9.7,5.3,592,2.0,3325.7,514,11748,3111,null,3.2,784,578,12.4,4.4,74.6,4.1,3.2,23320,552,374,null,1111,6.8,683,999,2232,12.4,1.8,740,528,4.0,null,null,508,null,5.2,4.5,2.4,602,376,1459,3.2,148,null,1652,2136,14.3,1459,1078,1.3,null,"207031163",4.4,1432,null,958,285,2.6,228,null,6.3,726,5.3,526,4.6,13.2,4.6,5.8,3082,null,1300,null,null,2514,338,6.5,4.8,null,null,411,9.4,null,"Box Hill",-378,4.3,1903,null,1623,264,1524,2.6,263,1090,2.3,5.6,3.8,null,1204,null,null,374,null,706,617,5.5,4.5,4.5,606,null,6.3,4.8,2.2,5.0,6.2,6.1,11572,33.1,null,6.0,5.0,723,1007,null,230,14.0,896,637,null,1142,null,2.0,31.7,2.2,471,30.5,748,null,535,2019,4.6,513,450,519,1360,null
6.3,null,3.7,5.4,607,426,8025,4.2,7.7,6.7,8.8,407,1.8,2322.1,302,6491,666,null,4.3,342,430,5.5,7.4,65.0,7.2,3.2,12353,396,264,null,716,5.8,498,879,779,5.3,1.7,339,419,7.1,null,null,435,null,6.9,5.9,2.7,431,210,355,4.1,95,null,325,1439,5.5,341,781,1.6,null,"208011171",5.2,1017,null,889,175,2.5,129,null,7.9,466,6.6,385,7.1,5.5,4.7,8.2,678,null,1012,null,null,1417,240,5.5,5.8,null,null,214,5.8,null,"Cheltenham - Highett (West)",22,7.1,214,null,323,191,681,3.5,119,341,3.3,8.2,7.0,null,856,null,null,252,null,551,514,8.3,5.3,4.9,314,null,5.2,6.8,1.8,7.3,8.1,8.2,5862,39.2,null,8.5,6.3,524,110,null,104,5.5,104,489,null,438,null,2.2,39.0,2.5,460,38.8,516,null,305,2019,6.3,304,454,309,1013,null
6.9,null,5.1,11.0,517,287,7239,4.1,5.7,6.7,5.5,314,3.0,2600.5,233,5569,1217,null,3.7,334,262,7.9,5.1,65.3,5.5,3.3,11086,228,252,null,626,6.1,315,489,768,9.4,3.9,289,255,4.2,null,null,279,null,5.0,4.4,5.3,494,184,442,4.5,213,null,696,787,12.6,521,475,3.9,null,"207031166",4.2,641,null,606,296,3.1,247,null,5.7,317,5.2,247,4.6,9.1,5.1,6.1,1010,null,616,null,null,1038,284,5.6,5.6,null,null,433,7.1,null,"Burwood East",-251,4.4,597,null,568,210,623,4.5,220,394,3.8,5.6,5.9,null,549,null,null,206,null,324,301,5.4,5.7,4.7,349,null,5.2,4.1,4.0,4.7,6.7,5.8,5517,40.5,null,5.8,5.6,375,359,null,165,10.3,238,297,null,374,null,4.5,37.7,4.9,234,35.1,458,null,284,2019,4.3,543,327,312,672,null
7.4,null,2.7,23.2,406,323,11319,2.5,3.8,7.3,3.3,282,2.9,2907.6,182,7486,3406,null,2.3,514,290,13.5,3.3,77.3,3.4,4.0,14652,218,202,null,542,7.2,281,486,1082,21.6,2.2,666,253,3.1,null,null,238,null,4.2,3.6,2.8,347,296,1012,2.7,120,null,1792,931,25.0,1614,488,1.7,null,"207031165",2.5,714,null,495,207,3.4,121,null,5.2,376,4.3,270,3.5,15.0,3.0,4.5,2205,null,514,null,null,1325,202,8.1,3.7,null,null,317,7.5,null,"Burwood",-394,3.3,1576,null,1193,145,1180,2.4,197,534,2.0,3.5,3.4,null,613,null,null,165,null,338,233,4.5,3.6,2.8,505,null,8.9,3.0,2.6,4.0,4.5,4.9,7166,28.0,null,4.5,3.8,334,829,null,209,16.6,747,323,null,548,null,1.7,27.4,2.2,233,26.9,367,null,224,2019,3.3,328,257,260,657,null
5.7,null,3.7,8.7,621,408,7106,5.5,6.4,5.3,6.0,360,1.7,3207.4,302,5501,924,null,5.3,343,315,6.9,6.7,66.6,6.2,3.0,10674,313,316,null,693,6.6,350,496,608,7.8,1.9,353,259,4.3,null,null,347,null,6.8,6.0,2.8,447,165,382,5.7,77,null,494,1089,9.5,430,644,1.5,null,"207031167",5.8,640,null,658,154,2.4,129,null,5.5,282,7.4,331,5.0,7.4,5.8,7.1,789,null,658,null,null,1182,203,6.5,6.5,null,null,199,6.1,null,"Surrey Hills (East) - Mont Albert",-93,4.6,400,null,407,244,696,4.2,122,314,4.7,6.2,5.7,null,723,null,null,272,null,358,308,6.7,6.4,5.8,253,null,6.4,6.1,2.2,6.1,7.4,6.0,5173,40.7,null,6.5,6.5,408,133,null,88,7.9,267,346,null,294,null,2.5,39.1,2.7,237,37.0,588,null,319,2019,6.0,283,311,333,754,null
5.1,null,7.6,5.7,517,321,5454,6.0,6.2,4.9,7.0,308,2.9,520.4,235,4552,518,null,5.5,255,285,4.8,5.9,59.8,5.8,3.5,9113,322,298,null,577,5.6,283,424,468,5.4,2.9,298,252,3.8,null,null,271,null,6.6,5.5,4.0,633,158,219,6.5,124,null,274,709,6.0,244,572,2.7,null,"210011228",5.2,493,null,525,182,3.2,220,null,4.9,223,7.1,250,5.5,5.5,6.2,6.8,503,null,602,null,null,717,348,6.1,6.3,null,null,266,5.4,null,"Keilor",-8,4.7,60,null,284,285,553,6.9,142,245,6.2,6.6,5.6,null,606,null,null,249,null,270,319,7.0,5.9,5.7,290,null,6.5,7.1,3.1,6.2,6.6,5.4,4561,46.0,null,5.9,6.8,300,36,null,132,6.2,24,317,null,223,null,4.8,44.1,4.4,172,42.2,547,null,282,2019,6.3,402,254,269,617,null
2.0,null,5.1,6.2,1044,636,8901,5.5,6.3,2.1,5.6,549,3.2,2475.3,510,7745,923,null,5.7,485,544,3.6,6.8,60.3,6.6,4.4,14772,588,419,null,1121,6.9,485,584,302,6.2,2.7,530,297,3.7,null,null,478,null,8.0,7.7,3.7,794,339,277,5.4,172,null,442,1154,6.3,481,1185,2.4,null,"208011168",7.3,595,null,969,287,3.8,262,null,3.6,250,8.2,597,4.2,3.6,6.9,8.8,537,null,880,null,null,1114,398,6.9,7.6,null,null,405,2.0,null,"Beaumaris",40,4.0,234,null,260,396,1015,5.4,233,139,5.6,6.0,6.3,null,1180,null,null,399,null,345,395,8.7,8.1,7.1,567,null,6.8,8.4,3.0,7.7,9.0,4.0,7027,46.7,null,4.5,7.1,694,100,null,228,3.7,134,610,null,163,null,3.7,46.7,3.7,287,46.7,818,null,534,2019,8.0,549,491,572,1304,null
6.6,null,6.0,5.5,1400,893,17171,5.1,6.2,6.5,6.4,822,2.8,2632.6,614,14713,1589,null,4.6,754,808,6.1,6.0,59.9,5.9,3.6,28673,825,809,null,1605,5.4,908,1586,1898,4.8,4.0,681,804,5.3,null,null,839,null,5.9,5.3,5.6,1626,536,898,5.5,537,null,889,2135,6.4,700,1609,3.8,null,"210011229",4.4,1936,null,1683,821,3.2,661,null,6.7,934,6.1,784,5.8,6.2,5.3,7.0,1788,null,1799,null,null,1818,879,5.0,5.6,null,null,1139,6.8,null,"Keilor East",317,5.5,361,null,890,747,1435,5.7,602,949,5.4,6.3,5.7,null,1701,null,null,639,null,1002,891,7.2,5.6,4.9,929,null,4.6,5.9,4.1,5.8,6.9,6.8,13960,44.0,null,6.8,5.6,1017,220,null,393,6.4,141,1003,null,949,null,4.7,42.3,5.2,782,40.6,1448,null,786,2019,5.6,1482,844,783,2020,null
6.6,null,3.5,6.9,349,313,5133,3.9,7.4,6.7,7.5,251,2.5,2764.5,183,4028,537,null,3.5,277,271,6.2,7.0,66.2,6.3,4.4,7748,259,172,null,473,7.4,297,450,513,6.3,2.1,257,225,5.6,null,null,261,null,7.5,6.1,3.2,247,179,248,4.3,70,null,282,828,7.6,255,505,1.9,null,"210011230",4.9,489,null,490,129,3.5,60,null,6.7,250,7.8,246,6.0,6.0,4.1,7.9,467,null,575,null,null,789,139,6.9,6.1,null,null,159,6.6,null,"Niddrie - Essendon West",39,5.8,105,null,219,108,534,3.2,89,244,2.9,7.4,5.7,null,584,null,null,130,null,239,278,7.7,6.0,4.5,273,null,6.4,7.0,2.2,7.3,8.1,6.3,3720,40.7,null,5.9,6.2,325,64,null,94,5.9,41,287,null,269,null,1.6,38.8,2.4,225,37.0,302,null,166,2019,6.5,189,229,222,612,null
4.2,null,5.4,6.1,1620,995,15555,5.7,6.2,4.2,5.6,986,2.9,3063.8,769,13320,1522,null,5.9,883,864,4.2,5.8,61.9,5.4,4.6,25125,810,746,null,1856,7.5,822,1044,1061,5.7,2.6,890,523,3.9,null,null,683,null,7.4,6.9,4.1,1393,616,566,5.6,291,null,760,2098,6.4,762,1726,2.5,null,"208011169",6.5,1328,null,1357,540,3.8,456,null,5.0,589,7.5,916,4.4,4.5,6.4,7.6,1143,null,1485,null,null,2210,723,7.1,7.4,null,null,657,4.2,null,"Brighton (Vic.)",-112,4.2,771,null,577,670,1773,5.5,366,501,5.7,5.9,5.1,null,1859,null,null,697,null,739,663,7.3,7.4,6.4,954,null,6.7,6.9,2.7,7.3,7.9,5.3,11805,46.2,null,5.5,7.4,1047,257,null,338,4.9,514,861,null,560,null,3.9,45.4,4.0,521,44.3,1443,null,851,2019,6.9,996,674,870,1908,null
3.4,null,4.8,5.5,949,658,10346,5.0,6.7,3.1,6.3,566,2.6,3023.2,444,8697,939,null,5.0,663,590,4.4,7.5,61.0,6.7,4.6,16955,711,434,null,1196,8.0,587,838,581,5.2,2.4,569,438,4.6,null,null,621,null,7.4,8.4,3.4,773,398,383,5.0,173,null,490,1441,5.9,449,1440,2.1,null,"208011170",5.4,914,null,1132,298,3.6,259,null,5.1,425,7.6,729,5.3,4.3,5.8,8.5,734,null,1106,null,null,1520,421,7.3,7.1,null,null,405,3.7,null,"Brighton East",-79,4.9,408,null,351,352,1232,4.6,232,308,4.3,6.5,5.9,null,1248,null,null,415,null,489,519,7.9,7.6,5.6,615,null,6.5,8.6,2.7,7.1,9.1,5.4,8258,44.7,null,5.6,6.5,795,173,null,217,4.3,235,652,null,273,null,3.1,43.3,3.3,400,41.4,849,null,505,2019,8.5,557,511,630,1447,null
4.7,null,4.3,6.0,1108,809,12511,4.9,6.6,5.0,6.4,705,1.8,3402.9,542,9987,1157,null,4.5,732,719,4.6,6.9,64.7,6.7,3.0,19344,734,520,null,1418,7.8,656,996,906,5.4,1.9,625,491,5.1,null,null,644,null,7.9,6.6,3.0,833,299,458,5.2,167,null,617,1875,6.6,540,1398,1.8,null,"208011172",5.8,1224,null,1298,304,2.4,226,null,6.0,561,8.1,664,5.2,4.5,5.7,8.7,873,null,1257,null,null,1894,429,7.0,7.3,null,null,375,4.3,null,"Hampton",-19,5.1,500,null,415,404,1357,4.3,208,407,4.3,6.5,6.5,null,1528,null,null,420,null,663,601,8.5,7.6,5.7,463,null,6.3,7.8,2.1,7.7,8.8,6.3,9357,43.1,null,6.6,7.1,883,213,null,164,4.4,287,800,null,499,null,2.4,42.1,2.7,505,40.8,940,null,566,2019,7.2,530,654,713,1683,null
4.7,null,4.3,5.2,742,500,8731,4.5,8.3,5.2,7.0,452,1.0,67.3,368,7162,746,null,4.3,514,501,2.9,9.1,61.4,8.7,2.2,14211,610,340,null,901,7.3,598,1011,662,4.4,1.7,498,492,7.2,null,null,644,null,7.0,7.2,2.7,631,155,209,4.7,116,null,430,1135,6.1,316,1127,1.6,null,"210021232",5.2,941,null,1233,191,1.6,171,null,6.0,423,7.0,517,7.0,3.3,5.2,8.2,470,null,1091,null,null,1017,305,7.1,6.3,null,null,242,4.1,null,"Gisborne",118,7.1,74,null,261,326,1012,4.4,126,288,4.6,7.7,8.2,null,1001,null,null,305,null,518,493,8.3,6.4,5.2,229,null,7.0,8.7,1.8,7.1,8.1,6.6,7049,40.3,null,7.2,6.3,581,45,null,74,3.7,29,584,null,374,null,2.4,39.5,2.5,519,38.4,645,null,374,2019,7.9,362,589,449,1165,null
4.3,null,5.4,5.5,1132,686,11329,5.9,6.6,4.4,6.1,694,3.1,2848.0,559,9537,999,null,5.7,603,665,4.1,6.1,61.9,6.0,5.1,18313,605,587,null,1326,6.9,626,785,796,5.2,2.4,550,386,4.2,null,null,535,null,7.4,6.8,3.3,972,486,391,6.2,193,null,501,1747,5.7,498,1252,2.2,null,"208011173",6.4,1029,null,1090,310,4.1,301,null,5.6,490,7.2,647,4.4,4.6,6.0,8.4,844,null,1163,null,null,1616,512,6.3,7.2,null,null,431,4.3,null,"Sandringham - Black Rock",131,4.3,368,null,453,460,1153,5.3,238,377,5.2,6.4,5.8,null,1351,null,null,502,null,539,537,8.1,7.2,6.2,754,null,5.8,6.9,2.5,7.6,8.7,5.6,8776,46.0,null,5.7,7.3,827,156,null,268,5.2,212,709,null,419,null,3.4,45.2,3.3,399,44.2,1089,null,573,2019,6.8,611,555,632,1536,null
5.8,null,3.3,7.1,1262,976,16736,4.0,7.3,5.7,6.4,808,2.1,4024.3,636,12806,1788,null,3.9,1017,876,6.3,7.0,66.8,6.3,4.5,25048,913,523,null,1561,8.3,930,1255,1445,6.7,1.9,839,630,4.9,null,null,853,null,7.4,6.3,2.6,826,581,802,4.1,182,null,931,2580,7.6,857,1725,1.5,null,"208021174",5.2,1626,null,1585,337,3.4,258,null,6.4,785,7.6,812,5.1,6.4,4.9,8.1,1593,null,1716,null,null,2457,424,7.4,6.2,null,null,478,5.8,null,"Bentleigh - McKinnon",123,5.0,670,null,791,402,1856,3.3,296,715,3.3,6.9,5.7,null,1852,null,null,482,null,841,786,7.9,6.2,5.0,843,null,6.6,7.5,2.3,7.2,8.3,6.5,12242,41.0,null,6.6,6.3,1067,346,null,262,6.5,324,970,null,730,null,2.1,38.9,2.4,625,36.7,1005,null,626,2019,6.9,595,732,753,2037,null
10.7,null,3.3,9.8,869,547,14931,3.4,5.4,11.3,6.9,535,1.6,5404.9,445,10579,2022,null,3.4,432,469,14.0,5.0,72.6,4.9,2.5,20562,429,358,null,1022,4.3,574,1138,2191,10.3,1.9,397,628,4.8,null,null,497,null,4.9,3.9,2.5,664,267,1485,3.4,174,null,935,1912,9.4,1087,844,1.7,null,"208021176",4.5,1758,null,1009,264,2.1,202,null,9.1,904,5.2,415,6.3,13.8,4.0,5.5,2830,null,1261,null,null,2228,354,4.0,5.0,null,null,387,10.0,null,"Carnegie",-316,5.5,1199,null,1345,310,829,3.2,213,994,3.1,6.1,4.8,null,1016,null,null,337,null,854,687,5.5,4.9,4.2,428,null,3.8,4.3,2.0,4.7,5.5,8.5,9983,33.6,null,8.1,5.1,586,619,null,161,13.5,580,547,null,1197,null,2.0,33.6,2.3,510,33.6,695,null,424,2019,4.1,466,512,487,1133,null
6.7,null,4.9,7.2,1052,613,12178,5.0,6.3,7.3,5.9,574,2.4,3990.6,495,9742,1360,null,5.0,519,605,7.2,5.8,64.3,5.9,3.7,18926,620,492,null,1122,5.7,614,985,1277,6.9,2.4,503,479,5.2,null,null,535,null,6.4,5.7,2.7,964,362,697,5.1,188,null,687,1750,7.5,673,1178,2.0,null,"208021178",5.4,1316,null,1117,263,3.1,250,null,7.5,692,6.3,558,5.2,7.3,5.7,6.7,1388,null,1155,null,null,1833,474,5.4,5.9,null,null,454,6.2,null,"Caulfield - South",-83,5.2,530,null,691,490,1022,5.1,266,568,5.3,6.1,6.0,null,1218,null,null,463,null,624,541,6.5,6.0,5.6,582,null,5.2,6.8,2.7,6.6,6.9,7.0,9184,40.1,null,6.4,5.9,675,225,null,220,7.5,305,593,null,709,null,2.7,39.2,2.7,506,38.3,955,null,557,2019,6.2,513,582,548,1268,null
9.4,null,4.1,8.6,1139,581,15469,4.9,5.1,9.0,5.3,567,2.2,3664.6,525,12114,2015,null,4.9,673,483,10.4,6.3,65.8,6.0,3.7,23523,731,602,null,1122,5.9,616,1457,2208,9.2,1.9,638,754,5.8,null,null,722,null,4.5,5.3,2.2,979,446,1260,5.0,168,null,901,1952,7.9,1114,1373,1.5,null,"208021177",4.6,1677,null,1422,272,3.0,244,null,7.3,837,4.8,642,6.6,10.5,5.1,5.3,2462,null,1218,null,null,2181,494,5.6,4.8,null,null,451,9.7,null,"Caulfield - North",-229,6.2,1052,null,1202,485,1311,4.2,283,1112,4.3,5.2,5.8,null,1064,null,null,554,null,840,602,5.3,4.9,4.8,700,null,5.3,6.4,2.3,4.2,5.3,7.1,11409,34.4,null,6.9,4.7,646,352,null,254,10.5,700,607,null,1096,null,2.1,33.7,2.2,703,33.0,1156,null,614,2019,5.8,516,700,555,1253,null
4.7,null,4.2,5.9,273,185,2794,5.8,5.9,5.5,6.3,169,0.8,51.8,135,2236,256,null,6.0,158,153,4.9,7.5,64.7,7.0,1.1,4319,157,125,null,350,7.6,133,234,204,5.0,1.4,161,119,5.1,null,null,156,null,7.8,7.3,2.4,204,24,109,5.6,24,null,144,317,6.9,112,321,1.2,null,"210021234",6.5,235,null,302,53,0.9,60,null,4.7,97,8.3,164,5.7,4.5,6.2,8.4,193,null,265,null,null,320,93,7.4,8.1,null,null,60,3.9,null,"Riddells Creek",-3,5.4,20,null,84,111,319,4.7,36,82,5.3,6.1,6.5,null,338,null,null,126,null,138,132,7.1,8.7,6.3,40,null,7.2,7.5,1.6,7.3,9.5,5.4,2083,42.1,null,6.2,7.6,213,12,null,16,4.0,8,148,null,122,null,2.9,41.9,2.6,115,41.7,251,null,138,2019,7.4,113,146,181,361,null
10.5,null,4.1,5.4,660,413,8612,4.0,6.1,10.9,7.3,365,1.9,4427.9,317,6592,685,null,4.1,306,354,8.2,6.3,68.0,5.9,3.1,12671,407,260,null,687,5.0,401,714,1332,5.1,1.7,390,350,5.5,null,null,382,null,6.1,5.4,2.4,491,202,538,3.9,86,null,351,1375,5.8,334,765,1.4,null,"208021179",5.2,976,null,749,159,2.5,142,null,8.3,505,6.3,358,5.8,8.2,5.2,7.4,1035,null,842,null,null,1424,272,5.5,5.4,null,null,215,10.1,null,"Elsternwick",-49,5.6,340,null,497,219,696,3.9,129,616,3.6,6.6,5.6,null,767,null,null,248,null,471,441,6.9,5.3,5.2,316,null,5.9,6.7,2.0,5.8,7.7,7.7,6079,37.2,null,7.1,5.5,510,145,null,114,8.2,195,422,null,716,null,2.3,36.7,2.4,364,36.3,508,null,343,2019,6.0,301,367,322,932,null
